jobid,instance,mutator,L,repl,seed
748,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,8,237719
749,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,9,485499
750,instances/50/CLASS3_50_1225_0_2_UNG_CEG_-0.95--CORWG_9.graph,IF-G,100,10,599160
751,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,1,140892
752,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,2,905036
753,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,3,249524
754,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,4,247515
755,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,5,653160
756,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,6,831878
757,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,7,339564
758,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,8,237719
759,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,9,485499
760,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-F,100,10,599160
761,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,1,140892
762,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,2,905036
763,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,3,249524
764,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,4,247515
765,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,5,653160
766,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,6,831878
767,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,7,339564
768,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,8,237719
769,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,9,485499
770,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,USGS-PRE,100,10,599160
771,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,1,140892
772,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,2,905036
773,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,3,249524
774,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,4,247515
775,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,5,653160
776,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,6,831878
777,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,7,339564
778,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,8,237719
779,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,9,485499
780,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,SGS,100,10,599160
781,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,1,140892
782,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,2,905036
783,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,3,249524
784,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,4,247515
785,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,5,653160
786,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,6,831878
787,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,7,339564
788,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,8,237719
789,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,9,485499
790,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-L,100,10,599160
791,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,1,140892
792,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,2,905036
793,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,3,249524
794,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,4,247515
795,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,5,653160
796,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,6,831878
797,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,7,339564
798,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,8,237719
799,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,9,485499
800,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_10.graph,IF-G,100,10,599160
801,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,1,140892
802,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,2,905036
803,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,3,249524
804,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,4,247515
805,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,5,653160
806,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,6,831878
807,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,7,339564
808,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,8,237719
809,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,9,485499
810,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-F,100,10,599160
811,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,1,140892
812,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,2,905036
813,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,3,249524
814,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,4,247515
815,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,5,653160
816,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,6,831878
817,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,7,339564
818,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,8,237719
819,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,9,485499
820,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,USGS-PRE,100,10,599160
821,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,1,140892
822,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,2,905036
823,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,3,249524
824,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,4,247515
825,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,5,653160
826,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,6,831878
827,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,7,339564
828,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,8,237719
829,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,9,485499
830,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,SGS,100,10,599160
831,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,1,140892
832,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,2,905036
833,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,3,249524
834,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,4,247515
835,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,5,653160
836,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,6,831878
837,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,7,339564
838,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,8,237719
839,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,9,485499
840,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-L,100,10,599160
841,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,1,140892
842,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,2,905036
843,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,3,249524
844,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,4,247515
845,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,5,653160
846,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,6,831878
847,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,7,339564
848,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,8,237719
849,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,9,485499
850,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_1.graph,IF-G,100,10,599160
851,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,1,140892
852,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,2,905036
853,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,3,249524
854,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,4,247515
855,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,5,653160
856,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,6,831878
857,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,7,339564
858,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,8,237719
859,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,9,485499
860,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-F,100,10,599160
861,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,1,140892
862,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,2,905036
863,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,3,249524
864,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,4,247515
865,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,5,653160
866,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,6,831878
867,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,7,339564
868,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,8,237719
869,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,9,485499
870,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,USGS-PRE,100,10,599160
871,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,1,140892
872,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,2,905036
873,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,3,249524
874,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,4,247515
875,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,5,653160
876,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,6,831878
877,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,7,339564
878,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,8,237719
879,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,9,485499
880,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,SGS,100,10,599160
881,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,1,140892
882,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,2,905036
883,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,3,249524
884,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,4,247515
885,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,5,653160
886,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,6,831878
887,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,7,339564
888,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,8,237719
889,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,9,485499
890,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-L,100,10,599160
891,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,1,140892
892,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,2,905036
893,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,3,249524
894,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,4,247515
895,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,5,653160
896,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,6,831878
897,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,7,339564
898,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,8,237719
899,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,9,485499
900,instances/50/CLASS4_50_1225_0_2_UNG_CEG_0.95--CORWG_5.graph,IF-G,100,10,599160
901,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,1,140892
902,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,2,905036
903,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,3,249524
904,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,4,247515
905,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,5,653160
906,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,6,831878
907,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,7,339564
908,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,8,237719
909,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,9,485499
910,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-F,100,10,599160
911,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,1,140892
912,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,2,905036
913,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,3,249524
914,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,4,247515
915,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,5,653160
916,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,6,831878
917,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,7,339564
918,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,8,237719
919,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,9,485499
920,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,USGS-PRE,100,10,599160
921,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,1,140892
922,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,2,905036
923,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,3,249524
924,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,4,247515
925,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,5,653160
926,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,6,831878
927,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,7,339564
928,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,8,237719
929,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,9,485499
930,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,SGS,100,10,599160
931,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,1,140892
932,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,2,905036
933,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,3,249524
934,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,4,247515
935,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,5,653160
936,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,6,831878
937,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,7,339564
938,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,8,237719
939,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,9,485499
940,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-L,100,10,599160
941,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,1,140892
942,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,2,905036
943,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,3,249524
944,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,4,247515
945,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,5,653160
946,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,6,831878
947,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,7,339564
948,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,8,237719
949,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,9,485499
950,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_4.graph,IF-G,100,10,599160
951,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,1,140892
952,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,2,905036
953,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,3,249524
954,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,4,247515
955,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,5,653160
956,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,6,831878
957,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,7,339564
958,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,8,237719
959,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,9,485499
960,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-F,100,10,599160
961,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,1,140892
962,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,2,905036
963,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,3,249524
964,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,4,247515
965,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,5,653160
966,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,6,831878
967,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,7,339564
968,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,8,237719
969,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,9,485499
970,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,USGS-PRE,100,10,599160
971,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,1,140892
972,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,2,905036
973,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,3,249524
974,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,4,247515
975,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,5,653160
976,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,6,831878
977,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,7,339564
978,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,8,237719
979,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,9,485499
980,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,SGS,100,10,599160
981,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,1,140892
982,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,2,905036
983,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,3,249524
984,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,4,247515
985,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,5,653160
986,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,6,831878
987,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,7,339564
988,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,8,237719
989,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,9,485499
990,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-L,100,10,599160
991,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,1,140892
992,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,2,905036
993,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,3,249524
994,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,4,247515
995,instances/50/CLASS1_50_1225_0_2_UNG_CEG_RWG-RWG_6.graph,IF-G,100,5,653160
